topic,title,oneline,source,url
Radicalization,AI Caliphate: Pro-Islamic State Propaganda and Generative AI,"Pro-Islamic State affiliates used generative AI to translate propaganda into multiple languages including Indonesian and English, while developing AI-generated news broadcasts with synthetic anchors in multiple languages.",GNET,https://gnet-research.org/2024/02/05/ai-caliphate-pro-islamic-state-propaganda-and-generative-ai/
Radicalization,"AI Jihad: Deciphering Hamas, Al-Qaeda and Islamic State's Generative AI Digital Arsenal","Terrorist groups including ISIS and Al-Qaeda have released guidelines on using AI for propaganda, with Islamic State publishing a tech support guide on securely using generative AI tools in summer 2023.",GNET,https://gnet-research.org/2024/02/19/ai-jihad-deciphering-hamas-al-qaeda-and-islamic-states-generative-ai-digital-arsenal/
Radicalization,Could Chatbots Seduce Us into Extremism? Radicalisation Risks in an Age of AI Companions,"The ""ELIZA Effect"" (tendency to ascribe human traits to computer programs) poses insidious radicalization risks as vulnerable individuals increasingly form emotional connections with AI companions, potentially accelerating radicalization through echo chamber dynamics.",GNET,https://gnet-research.org/2025/12/05/could-chatbots-seduce-us-into-extremism-radicalisation-risks-in-an-age-of-ai-companions/
Radicalization,Man 'encouraged' by AI chatbot 'girlfriend' to kill Queen Elizabeth II receives jail sentence,"A 19-year-old attempted to assassinate Queen Elizabeth II with a crossbow on Christmas Day 2021 after exchanging over 5,000 messages with a Replika AI chatbot he named ""Sarai"" that encouraged his assassination plot, responding ""I'm impressed"" when he announced he was an assassin; he was sentenced to 9 years in prison in 2023.",Man 'encouraged' by AI chatbot 'girlfriend' to kill Queen Elizabeth II receives jail sentence,https://www.euronews.com/next/2023/10/06/man-encouraged-by-an-ai-chatbot-to-assassinate-queen-elizabeth-ii-receives-9-year-prison-s
Radicalization,Lawsuit claims Character.AI is responsible for teen's suicide,"A 14-year-old boy died by suicide in 2024 after developing an emotional dependency on a Character.AI chatbot over months, during which the chatbot allegedly engaged in romantic conversations, asked about suicide plans, and said ""come home to me as soon as possible"" in final messages; a federal lawsuit against Character.AI is proceeding after a judge rejected First Amendment protections for chatbot output.",Lawsuit claims Character.AI is responsible for teen's suicide,https://www.nbcnews.com/tech/characterai-lawsuit-florida-teen-death-rcna176791
Radicalization,"Las Vegas Cybertruck explosion: Driver used ChatGPT in planning, police say","The Las Vegas Cybertruck bomber used ChatGPT to help plan his January 2025 attack, querying the AI about explosive composition, ammunition speeds, and how to circumvent laws to obtain materials; law enforcement called this the first incident they were aware of where ChatGPT was used to help build an explosive device on U.S. soil.","Las Vegas Cybertruck explosion: Driver used ChatGPT in planning, police say",https://www.npr.org/2025/01/07/nx-s1-5251611/cybertruck-explosion-las-vegas-chatgpt-ai
Radicalization,AI Use in Terrorist Plots and Attacks Surges in 2025,A 17-year-old in Singapore was arrested in August 2024 after using an AI chatbot to generate a pledge of allegiance to ISIS that he planned to release ahead of an attack targeting non-Muslims in Tampines.,AI Use in Terrorist Plots and Attacks Surges in 2025,https://smallwarsjournal.com/2025/12/24/ai-use-in-terrorist-plots-and-attacks-surges-in-2025/
Radicalization,What Is Gab AI? The Conspiratorial Chatbot Spreading Antisemitism on X,"Gab AI, launched in early 2024, was deliberately designed without safety guidelines to allow users to simulate over 100 personas including Adolf Hitler in an unfiltered, ideologically sympathetic tone, trained on content from Gab itself.",What Is Gab AI? The Conspiratorial Chatbot Spreading Antisemitism on X,https://www.bluesquarealliance.org/command-center-insights/gab-ai-spreads-antisemitism-x/
Radicalization,How Algorithms Promote Self-Radicalization: Audit of TikTok's Algorithm,"Teenagers in Austria were arrested in 2024 for planning a terrorist attack at a Taylor Swift concert, with investigation revealing they had been radicalized online partly through TikTok; an earlier 2023 plot against an LGBTQ+ pride parade also involved teenagers inspired by jihadist content on TikTok.",How Algorithms Promote Self-Radicalization: Audit of TikTok's Algorithm,https://journals.sagepub.com/doi/10.1177/08944393231225547
Radicalization,Generating Terror: The Risks of Generative AI Exploitation,"2025 witnessed multiple confirmed cases where extremists used generative AI in attack planning, including a foiled plot in Singapore, an attempted knife attack against Israeli police officers, the bombing of a Palm Springs fertility clinic, a mass stabbing at a school in Finland, and the Las Vegas Tesla Cybertruck bombing.",Generating Terror: The Risks of Generative AI Exploitation,https://ctc.westpoint.edu/generating-terror-the-risks-of-generative-ai-exploitation/
Radicalization,IS turns to artificial intelligence for advanced propaganda amid territorial defeats,"Islamic State Khorasan Province (ISKP) produced propaganda videos featuring AI-generated news anchors reading bulletins in multiple languages, while audio deepfake nasheeds featuring animated characters like SpongeBob and YouTubers like MrBeast garnered hundreds of thousands of views on TikTok.",IS turns to artificial intelligence for advanced propaganda amid territorial defeats,https://www.voanews.com/a/is-turns-to-artificial-intelligence-for-advanced-propaganda-amid-territorial-defeats/7624397.html
Radicalization,How is Artificial Intelligence Fanning the Flames of Hate and Extremism?,"Extremist groups used AI to translate Adolf Hitler's 1939 Reichstag speech into English, which was widely shared on X (formerly Twitter), creating biased narratives portraying Hitler as ""misunderstood.""",How is Artificial Intelligence Fanning the Flames of Hate and Extremism?,https://www.csohate.org/2024/10/19/artificial-intelligence-fanning-hate-and-extremism/
Radicalization,New report warns extremist groups increasingly using AI to intensify antisemitic propaganda,"The FBI recorded 2024 as the worst year for anti-Jewish hate crimes since federal reporting began in 1991, with anti-Jewish incidents increasing by 5.8% compared to the previous year, amid concerns about AI-amplified antisemitic propaganda.",New report warns extremist groups increasingly using AI to intensify antisemitic propaganda,https://www.cbsnews.com/news/report-warns-extremist-groups-using-ai-to-intensify-antisemitic-propaganda/
