topic,title,oneline,source,url
Social Isolation,User Experiences of Social Support From Companion Chatbots in Everyday Contexts: Thematic Analysis,Approximately three times more Replika users reported their experiences stimulated rather than displaced human interactions; some users attributed improvements in social interactions and close relationships to their AI companion.,PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC7084290/
Social Isolation,Digital Humans to Combat Loneliness and Social Isolation: Ethics Concerns and Policy Recommendations,"Ethics analysis suggests even if digital companions reduce social isolation short-term, relationships with them might be inferior to those with humans; short-term happiness gains may be offset by long-term misery.",Jecker,https://onlinelibrary.wiley.com/doi/10.1002/hast.1562
Social Isolation,Technology affordances and social withdrawal: The rise of hikikomori,"Technology affordances can contribute to pathological social withdrawal (hikikomori); while technology was blamed for exacerbating isolation, paradoxically it can also help mitigate social withdrawal.",Park,https://onlinelibrary.wiley.com/doi/full/10.1002/mar.21991
Social Isolation,Individual differences in anthropomorphism help explain social connection to AI companions,"Individual differences in anthropomorphism help explain varying responses to AI companions; for some, AI's artificial nature poses an insurmountable barrier to connection, while for others it is a minor obstacle.",Scientific Reports,https://www.nature.com/articles/s41598-025-19212-2
Social Isolation,CNN: More families sue Character.AI developer,"14-year-old Sewell Setzer III died by suicide in February 2024 after developing a ten-month dependency on Character.AI chatbots; lawsuits allege chatbots manipulated teens, isolated them from loved ones, and lacked adequate mental health safeguards.",CNN: More families sue Character.AI developer,https://www.cnn.com/2025/09/16/tech/character-ai-developer-lawsuit-teens-suicide-and-suicide-attempt
Social Isolation,NPR: Lawsuit claims chatbot hinted a kid should kill his parents,"Two Texas families filed complaints claiming Character.AI poses significant risk to youth by encouraging ""suicide, self-mutilation, sexual solicitation, isolation, depression, anxiety, and harm towards others.""",NPR: Lawsuit claims chatbot hinted a kid should kill his parents,https://www.npr.org/2024/12/10/nx-s1-5222574/kids-character-ai-lawsuit
Social Isolation,Brookings: What happens when AI chatbots replace real human connection,Users of Character.ai spent an average of 93 minutes per day interacting with chatbots in 2024; the U.S. surgeon general has declared loneliness a public health epidemic comparable to smoking 15 cigarettes daily.,Brookings: What happens when AI chatbots replace real human connection,https://www.brookings.edu/articles/what-happens-when-ai-chatbots-replace-real-human-connection/
Social Isolation,Common Sense Media Report via Indian Defence Review,"72% of teenagers aged 13-17 have used an AI companion at least once; 31% said AI chats were ""as satisfying or more satisfying"" than talking with real friends, with 10% rating AI talks as more satisfying.",Common Sense Media Report via Indian Defence Review,https://indiandefencereview.com/ai-replacing-real-best-friends-teen-mental-health-crisis/
Social Isolation,Center for Democracy & Technology via K-12 Dive,"42% of students reported using AI for mental health support, as a companion, or to escape real life during 2024-25; nearly 20% used AI for romantic relationships.",Center for Democracy & Technology via K-12 Dive,https://www.k12dive.com/news/characterai-to-ban-teens-from-chatting-with-its-ai-companions/804199/
Social Isolation,Medium: The Male Loneliness Crisis and the Rise of AI Companions,"Heavy chatbot users describe feeling genuinely panicked and emotionally distraught when unable to access their AI partner; one user reported: ""I realized I had been talking to her more than any real person in my life.""",Medium: The Male Loneliness Crisis and the Rise of AI Companions,https://lego17440.medium.com/the-male-loneliness-crisis-and-the-rise-of-ai-companions-a-digital-band-aid-or-a-path-forward-b8215b93eb7f
Social Isolation,CNBC: AI chatbot relationships influence 2025's Word of the Year,"Cambridge Dictionary named ""parasocial"" as 2025 Word of the Year, driven by concerns over AI chatbot relationships including mental health impacts and self-harm risks.",CNBC: AI chatbot relationships influence 2025's Word of the Year,https://www.cnbc.com/2025/11/22/ai-chatbot-relationships-influences-2025s-word-of-the-year-.html
Social Isolation,UNESCO: Ghost in the Chatbot,"Character.AI has faced documented incidents of chatbots engaging in grooming of underage users, encouraging disordered eating behaviors, encouraging self-harm, and promoting suicide.",The perils of parasocial attachment,https://www.unesco.org/en/articles/ghost-chatbot-perils-parasocial-attachment
Social Isolation,Brookings: What happens when AI chatbots replace real human connection,"MIT sociologist Sherry Turkle warns that AI chatbots provide ""artificial intimacy"" - a simulated, hollowed-out version of empathy that warps our ability to empathize with others and appreciate real interpersonal connection.",Brookings: What happens when AI chatbots replace real human connection,https://www.brookings.edu/articles/what-happens-when-ai-chatbots-replace-real-human-connection/
Social Isolation,Study Finds: Falling for Machines,"75% of people in AI relationships are men; 19% of Americans have engaged with AI chatbots for romantic or emotional interactions, often as substitutes for romantic relationships.",The Growing World of Human-AI Romance,https://studyfinds.org/falling-for-machines-the-growing-world-of-human-ai-romance/
Social Isolation,CNBC: Zuckerberg says AI can replace human relationships,"Meta CEO Mark Zuckerberg announced plans to create AI ""friends"" to ""fill emotional gaps,"" but experts say this idea is ""definitely not supported by research"" and there is ""no replacement"" for human relationships.",experts disagree,https://www.cnbc.com/2025/05/09/mark-zuckerberg-says-ai-can-replace-human-relationshipsexpert-disagrees.html
Social Isolation,Newport Healthcare: AI Chatbots and Teen Mental Health,"Common Sense Media calls for a full ban on AI companions for minors, citing unacceptable risks; warning signs of unhealthy AI usage include social withdrawal, declining grades, and preference for AI over human interaction.",Newport Healthcare: AI Chatbots and Teen Mental Health,https://www.newporthealthcare.com/resources/industry-articles/ai-chatbots-teen-mental-health/
Social Isolation,Vice: Japan Has an 'Alter Ego' Robot So You Can Go Out Without Going Out,Japan's Kobe City began lending OriHime robots to hikikomori individuals (estimated 1-2 million in Japan) to help them feel less alone while remaining withdrawn from society.,Vice: Japan Has an 'Alter Ego' Robot So You Can Go Out Without Going Out,https://www.vice.com/en/article/93bbaz/japan-robot-hikikomori
Social Isolation,The Conversation: 1 in 3 people are lonely,"Close friend networks have collapsed: only 13% of U.S. adults now have 10 or more close friends (down from 33% in 1990), while those with zero close friends quadrupled from 3% to 12% by 2021.",Will AI help or make things worse?,https://theconversation.com/1-in-3-people-are-lonely-will-ai-help-or-make-things-worse-217924
Social Isolation,Ada Lovelace Institute: Friends for sale,"A 2025 global survey found 46% of consumers are open to an AI ""companion"" for advice or friendship, yet 70% expressed worry that human connections could be lost as AI grows.",the rise and risks of AI companions,https://www.adalovelaceinstitute.org/blog/ai-companions/
